,gabor_0_mean,gabor_0_std,gabor_0_energy,gabor_0_entropy,gabor_1_mean,gabor_1_std,gabor_1_energy,gabor_1_entropy,gabor_2_mean,gabor_2_std,gabor_2_energy,gabor_2_entropy,gabor_3_mean,gabor_3_std,gabor_3_energy,gabor_3_entropy,Identity,View
016z050pf.jpg,71.381805,302.14505,145586860000.0,-1453.2591404700088,80.95755,253.1237,106676060000.0,-1652.490909064316,71.397896,281.09116,127043080000.0,-1415.819311279266,80.95756,240.66554,97384250000.0,-1650.5669503907427,50p,pf
016z050ps.jpg,30.252922,145.49818,32014709000.0,-709.5217624197942,34.31154,113.74118,20460370000.0,-797.6256066223497,30.236298,103.39038,16821062000.0,-672.2532341798793,34.311527,119.80884,22514618000.0,-799.8394512039253,50p,ps
016z051pf.jpg,55.531876,276.93713,135447765000.0,-995.8996479443373,62.97939,216.93407,86633790000.0,-1118.260195764255,55.530632,244.90572,107068015000.0,-961.0983293900961,62.97938,211.17534,82447980000.0,-1113.4476794686493,51p,pf
016z051ps.jpg,23.928873,139.41039,34283071000.0,-576.6049022745738,27.137657,84.4094,13470350000.0,-645.8676772348911,23.91297,80.29658,12027557000.0,-537.603143282085,27.137665,89.42775,14965164000.0,-643.1175681461395,51p,ps
016z052pf.jpg,52.686565,251.02394,107956990000.0,-1121.9285457510232,59.752502,207.30867,76382250000.0,-1271.5813410909932,52.683216,229.41505,90920400000.0,-1091.573217493289,59.7525,199.45137,71137610000.0,-1268.9503272873574,52p,pf
016z052ps.jpg,23.521091,137.67552,31315650000.0,-560.8412800472122,26.675867,86.78048,13231515000.0,-628.3155606377636,23.504633,77.287834,10475923000.0,-524.160127441782,26.675865,93.305046,15117705000.0,-630.5485496663031,52p,ps
017z053pf.jpg,61.786327,290.97058,141590230000.0,-1219.3522620409622,70.07284,233.51372,95115560000.0,-1364.417953351947,61.780685,259.53427,113895770000.0,-1172.007249337398,70.072845,225.71764,89386390000.0,-1361.2501356945968,53p,pf
017z053ps.jpg,26.841743,148.3309,36418660000.0,-670.5427476162038,30.442566,109.35989,20653666000.0,-748.8601298379062,26.867735,93.84965,15273682000.0,-624.1565299183962,30.442568,104.72426,19063052000.0,-742.6481105670241,53p,ps
017z054pf.jpg,56.057533,274.71234,136968856000.0,-1306.7384989420184,63.57703,213.90128,86764190000.0,-1468.6047516837693,56.054256,232.90761,99992920000.0,-1257.4113152829984,63.577034,209.4069,83449210000.0,-1465.2653043723822,54p,pf
017z054ps.jpg,26.200308,138.81973,34144350000.0,-651.4787086565783,29.71385,95.18882,17012526000.0,-732.4904314703907,26.19116,77.35615,11411384000.0,-602.6835144681193,29.713844,92.023056,15998549000.0,-728.4280287269053,54p,ps
017z055pf.jpg,64.865204,308.24887,154543050000.0,-1345.7053092241595,73.56622,266.26312,118850080000.0,-1511.5023795904995,64.848816,245.54796,100457720000.0,-1292.290511339733,73.566246,260.73938,114316160000.0,-1506.5755989229103,55p,pf
017z055ps.jpg,37.731323,219.74501,76313264000.0,-1003.9045282243759,42.79478,173.47852,49010565000.0,-1135.1684660718827,37.749187,150.05801,36754506000.0,-943.9247224617869,42.79479,174.65881,49641360000.0,-1132.5990084650166,55p,ps
017z056pf.jpg,44.64394,264.5682,105574030000.0,-822.6811720581213,50.63193,211.58551,69413420000.0,-924.1374369030957,44.63203,237.68538,85771540000.0,-796.7052003290305,50.631943,200.08461,62470040000.0,-920.2241544411277,56p,pf
017z056ps.jpg,18.957588,209.53995,63319310000.0,-443.17033980904074,21.498745,98.651,14581966000.0,-468.94108837409084,18.95348,81.6115,10041048000.0,-395.5753101259285,21.498737,107.985886,17341140000.0,-470.2529311231119,56p,ps
018z057pf.jpg,52.895565,286.9355,111412584000.0,-864.0964389943683,59.99046,237.29782,78405170000.0,-967.573455494051,52.892044,238.96071,78393060000.0,-833.4192475282796,59.99045,224.71951,70799650000.0,-962.2930236258054,57p,pf
018z057ps.jpg,21.565676,131.35905,21833153000.0,-373.285695584311,24.457544,92.12164,11193091000.0,-413.29171555657166,21.566574,81.768585,8811017000.0,-353.0312015533045,24.457537,91.54358,11062284000.0,-412.107444874866,57p,ps
018z058pf.jpg,67.93824,306.44662,144012360000.0,-1192.627244395295,77.0464,268.5543,114095240000.0,-1346.2079099751472,67.933716,246.81729,95789425000.0,-1150.7765298583322,77.046394,262.94122,109734540000.0,-1344.3407567633055,58p,pf
018z058ps.jpg,35.09763,218.46077,71559460000.0,-891.434536256451,39.801342,168.38884,43761220000.0,-1002.8702310906456,35.053272,148.31369,33948537000.0,-841.1626277513349,39.801342,168.51573,43823690000.0,-993.7834354363911,58p,ps
018z059pf.jpg,60.29759,274.24808,121627795000.0,-1034.5725494794337,68.384964,226.13643,86096990000.0,-1172.2954282698608,60.29843,241.67119,95702024000.0,-1003.2338618209899,68.38496,215.10022,78585320000.0,-1168.7165251798297,59p,pf
018z059ps.jpg,29.191923,145.74605,33753027000.0,-690.068663609189,33.107143,98.498566,16496137000.0,-783.7319322201986,29.181253,89.31282,13486994000.0,-655.3310400280964,33.107143,101.38497,17377536000.0,-786.4022240836817,59p,ps
018z060pf.jpg,52.184082,277.79327,128655360000.0,-1017.5841544434971,59.18295,227.93248,89303966000.0,-1147.7025993029504,52.168835,236.37253,94356790000.0,-981.9841818317412,59.18297,214.61232,79811240000.0,-1143.5915702430964,60p,pf
018z060ps.jpg,23.276075,133.49706,29153477000.0,-557.4691827593803,26.398489,90.857506,14212137000.0,-623.3517851653828,23.26224,78.48326,10638111000.0,-517.7939087873647,26.398489,94.89492,15402780000.0,-621.2068153823574,60p,ps
018z061pf.jpg,55.692837,272.27753,130931990000.0,-1291.8993129597152,63.16321,222.54839,90722880000.0,-1453.3700230353636,55.68851,224.77905,90908385000.0,-1249.7518505774508,63.163208,218.01189,87334840000.0,-1454.452516328001,61p,pf
018z061ps.jpg,24.38541,148.88077,37933883000.0,-615.1335098329093,27.656254,96.09268,16664603000.0,-684.4599188754407,24.368803,82.80782,12418395000.0,-572.5223453959521,27.656265,108.47013,20884558000.0,-692.0849925878557,61p,ps
018z062pf.jpg,45.723015,268.5695,110469235000.0,-781.0087236240589,51.855564,220.44539,76332820000.0,-877.3204626389812,45.71907,240.58197,89259230000.0,-756.4714996798543,51.85557,207.07678,67826050000.0,-872.4332540528719,62p,pf
018z062ps.jpg,16.110867,108.74101,17546516000.0,-289.15929286226714,18.271093,74.606155,8566820400.0,-319.3409822975206,16.099123,63.824127,6291191000.0,-271.3168988071005,18.271095,76.82341,9054341000.0,-320.4182716874806,62p,ps
019z063pf.jpg,49.254036,281.6183,128529260000.0,-971.2225850522846,55.85824,213.88507,76844060000.0,-1090.91411579982,49.2613,225.5135,83788430000.0,-935.688538866176,55.85823,203.72539,70172205000.0,-1089.5049029064671,63p,pf
019z063ps.jpg,21.000357,136.45457,29925732000.0,-495.96040471095625,23.81545,87.4823,12905988000.0,-555.3064437270233,20.989546,74.59421,9427677000.0,-464.10695303571754,23.815453,86.18625,12552611000.0,-553.1001803268284,63p,ps
019z064pf.jpg,65.61255,300.2668,145718590000.0,-1467.9561845984965,74.413734,230.80861,90718180000.0,-1650.8052579887328,65.62081,233.8772,91018460000.0,-1408.0847309334642,74.41375,225.84071,87218780000.0,-1651.5399877957486,64p,pf
019z064ps.jpg,32.71444,163.6937,42915680000.0,-809.2518957425599,37.104755,118.11519,23606300000.0,-909.0506052385019,32.73664,103.9699,18298352000.0,-760.1741064243807,37.10475,120.27864,24400595000.0,-908.7377274145704,64p,ps
019z065pf.jpg,54.544662,287.10684,127534650000.0,-1091.8968109914938,61.85916,221.9702,79289410000.0,-1224.221193737483,54.523808,235.02802,86925580000.0,-1054.2869767857194,61.859158,217.2904,76219730000.0,-1223.0259553802898,65p,pf
019z065ps.jpg,21.525396,154.69536,36248527000.0,-505.30103472383183,24.411871,91.26867,13263554000.0,-556.3624958694419,21.486977,87.48129,12058077000.0,-466.0141462097728,24.411865,89.76554,12859196000.0,-553.6930988731996,65p,ps
019z066pf.jpg,49.318153,280.62796,112849580000.0,-882.0501976806398,55.933384,224.03465,74117050000.0,-990.0823993369785,49.33191,248.19606,89011140000.0,-855.0531875717952,55.9334,216.04498,69229540000.0,-987.2457008094311,66p,pf
019z066ps.jpg,17.64281,117.40336,18933301000.0,-259.95111983430263,20.008444,76.19303,8336025000.0,-284.66378461384386,17.636631,61.779736,5544777000.0,-242.46857484410216,20.008446,76.632324,8426203000.0,-284.20101187190744,66p,ps
019z067pf.jpg,45.6487,272.22757,111552240000.0,-845.3951947156587,51.76773,217.56526,73226270000.0,-949.5233687297236,45.57442,247.12715,92456200000.0,-822.104981586207,51.767715,207.5878,67015627000.0,-947.4412993344112,67p,pf
019z067ps.jpg,15.264105,144.3974,30817483000.0,-344.9029322165864,17.307978,74.8427,8625372000.0,-370.9536220424548,15.195438,68.6771,7231586300.0,-310.5101874917074,17.307978,75.349464,8736622000.0,-369.662191285063,67p,ps
019z068pf.jpg,51.896538,274.41306,115708610000.0,-1047.9124662171027,58.855747,221.7994,78120845000.0,-1173.2140568339157,51.881645,220.90973,76390820000.0,-1008.2595917189642,58.85573,215.24582,73871745000.0,-1171.6813530818913,68p,pf
019z068ps.jpg,23.854856,152.62639,35228455000.0,-550.6560717849366,27.05247,106.01385,17671560000.0,-609.5144231560356,23.847153,88.37413,12368807000.0,-511.02042048626026,27.052464,101.68029,16342862000.0,-606.7694696065437,68p,ps
020z069pf.jpg,50.36815,255.20885,96632270000.0,-852.0660354279917,57.12535,216.56075,71632430000.0,-958.821382466543,50.354347,234.59097,82209240000.0,-823.508277966404,57.12536,206.7868,65723530000.0,-955.6941789658108,69p,pf
020z069ps.jpg,20.813063,118.98301,20522437000.0,-458.68255625700516,23.604963,86.637375,11341709000.0,-507.53643132536604,20.822853,71.715004,7844068400.0,-427.3131811950405,23.604961,85.99155,11184896000.0,-504.7536601282101,69p,ps
020z070pf.jpg,51.75602,258.2646,100072780000.0,-852.8424477575077,58.698074,234.71716,84434715000.0,-966.7603751038017,51.76644,234.64638,83282305000.0,-828.639847407232,58.698055,211.22223,69322200000.0,-961.0668288356771,70p,pf
020z070ps.jpg,18.449835,131.93306,25683227000.0,-405.81786104058403,20.924658,81.674675,10287626000.0,-446.3078134696147,18.467154,68.37597,7259647500.0,-376.2600543213941,20.924656,81.246704,10186713000.0,-446.26737760837335,70p,ps
020z071pf.jpg,60.420982,281.18073,124933505000.0,-1129.9572270052288,68.52716,226.5524,84617840000.0,-1267.224261034382,60.44811,227.64072,83790630000.0,-1087.351316969267,68.52713,220.87117,80778460000.0,-1270.8928488926695,71p,pf
020z071ps.jpg,23.246397,127.62822,24884832000.0,-479.77191442676906,26.3661,88.07003,12496865000.0,-532.0472270334053,23.253344,78.374176,9882197000.0,-448.91098054487884,26.366083,88.48489,12605169000.0,-531.6492989530411,71p,ps
020z072pf.jpg,59.901615,274.8517,143790500000.0,-1589.173544037189,67.93605,238.89726,112092030000.0,-1801.1060516069426,59.893383,229.22578,101997110000.0,-1536.2100337893585,67.93603,225.85458,101077510000.0,-1797.1610405688627,72p,pf
020z072ps.jpg,32.345093,187.909,64310120000.0,-895.8636241423259,36.683403,133.53574,33923031000.0,-1007.7953218559544,32.328465,118.48246,26680697000.0,-836.8858712734731,36.683403,139.98605,37043890000.0,-1010.955731710572,72p,ps
021z001pf.jpg,54.25237,279.35043,122116506000.0,-1022.5166550701533,61.53077,228.81572,84662350000.0,-1153.730194346242,54.293636,237.31429,89371960000.0,-997.2185036816094,61.530743,215.33011,75630076000.0,-1149.3638138022052,01p,pf
021z001ps.jpg,23.52133,136.25935,28598125000.0,-550.8535780588815,26.675129,95.35195,14663472000.0,-614.6994326335497,23.505352,83.72182,11310474000.0,-515.1048076869703,26.675123,101.9246,16602877000.0,-616.6735124159068,01p,ps
021z002pf.jpg,50.179596,263.3021,94027440000.0,-800.9743489039339,56.910027,217.25714,66011906000.0,-896.7183948128587,50.176487,246.36359,82728750000.0,-779.3381843572132,56.910038,212.14291,63137810000.0,-895.3307693626156,02p,pf
021z002ps.jpg,14.612621,108.91074,15336910000.0,-242.67862172597032,16.571829,69.265205,6442468000.0,-261.5187893463272,14.589413,56.72405,4357137400.0,-222.27574533450021,16.571825,69.194466,6430029300.0,-263.4265625362408,02p,ps
021z003pf.jpg,58.592453,266.48334,110806150000.0,-1013.6613979377029,66.451035,227.5501,83640300000.0,-1148.2400515204552,58.5569,254.95561,101853150000.0,-989.4354407477632,66.45105,220.21437,78751460000.0,-1147.4109255513376,03p,pf
021z003ps.jpg,26.982065,128.99586,25302487000.0,-509.96924852947507,30.60295,97.3915,15182758000.0,-575.2621223874892,26.984882,83.67383,11260703000.0,-482.8768148292536,30.60295,98.59037,15525063000.0,-576.4291618534206,03p,ps
021z004pf.jpg,78.475296,325.8615,170518530000.0,-1418.5985093027646,89.00389,298.18237,146977650000.0,-1611.6147482422039,78.49495,281.70325,129801560000.0,-1382.906072249127,89.00392,288.328,138205150000.0,-1609.1015950911174,04p,pf
021z004ps.jpg,40.61267,231.20598,81482210000.0,-1064.5629510282597,46.059017,189.27179,56107983000.0,-1194.4024400396581,40.624165,167.33243,43842850000.0,-1007.2007837781671,46.059017,194.28056,58948650000.0,-1191.3822028558832,04p,ps
021z005pf.jpg,47.416515,250.02444,106767850000.0,-1071.8918954804562,53.77534,209.37366,77040240000.0,-1219.8661366294452,47.401432,235.10622,94833750000.0,-1045.4423034051651,53.775352,201.63005,71793140000.0,-1216.5124860571852,05p,pf
021z005ps.jpg,18.905266,148.29535,35989828000.0,-449.8312400648868,21.43887,76.758736,10228260000.0,-494.6667131376538,18.878517,73.61406,9300526000.0,-414.23294947642063,21.438873,83.47089,11960178000.0,-493.95868601739807,05p,ps
021z006pf.jpg,49.59476,247.76314,109733860000.0,-1142.4098647182705,56.246574,214.70454,84667100000.0,-1296.6076535951713,49.59268,231.24208,96132110000.0,-1109.2322621689686,56.24657,205.48816,78011130000.0,-1295.353699145794,06p,pf
021z006ps.jpg,20.070543,107.662674,20083317000.0,-484.3982641682952,22.76229,75.50519,10413579000.0,-542.3839540919294,20.065489,64.64163,7670861300.0,-448.2491372898741,22.762283,77.9076,11030712000.0,-542.6520306874022,06p,ps
021z007pf.jpg,48.441086,263.47833,100777540000.0,-869.9516016901525,54.93857,221.61215,73202610000.0,-984.6418021464244,48.435856,251.6915,92250090000.0,-848.3491110293835,54.93857,211.03568,66776930000.0,-983.2466788531657,07p,pf
021z007ps.jpg,16.782417,102.92343,15296562000.0,-360.0943584785865,19.033587,68.46184,7102322000.0,-394.4569547628936,16.78951,57.48735,5045015000.0,-332.42200557895393,19.033588,71.86859,7774783500.0,-395.6516806432025,07p,ps
021z008pf.jpg,52.46386,259.80798,106285190000.0,-987.6125269574894,59.500362,222.30061,80119990000.0,-1117.3873984542577,52.463306,235.0387,87741500000.0,-954.7264054032031,59.500343,209.63757,71844890000.0,-1111.0291854997188,08p,pf
021z008ps.jpg,23.899307,137.5321,28624234000.0,-530.4794008170347,27.103315,99.92034,15745127000.0,-593.3656568609538,23.887444,85.40485,11552641000.0,-500.61791350245056,27.103315,95.08539,14360136000.0,-591.0591677455692,08p,ps
021z009pf.jpg,60.037594,263.8334,112027620000.0,-1125.9938422817438,68.0902,222.18024,82629690000.0,-1275.4277425832063,60.0246,234.1602,89413870000.0,-1100.0594552641073,68.090195,219.64758,80917406000.0,-1277.218554297045,09p,pf
021z009ps.jpg,30.678576,143.12874,32628107000.0,-731.6705959495105,34.793365,111.47073,20764758000.0,-825.9211866799691,30.664248,93.15693,14646647000.0,-690.3571791397026,34.793365,113.97313,21623818000.0,-826.6601856275936,09p,ps
021z010pf.jpg,53.858192,285.5876,136227090000.0,-1059.6659971123822,61.08239,218.89343,83298845000.0,-1176.1253113928622,53.8593,236.11746,94600280000.0,-1022.5578949979567,61.082382,209.00552,76474590000.0,-1173.803146907949,10p,pf
021z010ps.jpg,22.08096,130.66246,26957100000.0,-433.1961613817029,25.04212,77.46558,10174823000.0,-468.1382028575399,22.072908,102.72807,16948152000.0,-431.85411641823794,25.042126,84.240395,11856589000.0,-469.5170629593464,10p,ps
022z073pf.jpg,47.90769,234.75713,74082320000.0,-801.4984269854947,54.334297,210.51393,60999606000.0,-906.2381831604771,47.915417,236.59698,75202390000.0,-785.3060630051269,54.33427,202.07321,56505405000.0,-903.5455814551009,73p,pf
022z073ps.jpg,18.70236,117.46315,17873445000.0,-313.0282253244252,21.210796,76.74697,8009796600.0,-340.83855741622824,18.71435,62.329132,5350584000.0,-289.53961795556023,21.210794,75.26284,7724779500.0,-339.9025446454516,73p,ps
022z074pf.jpg,49.54292,270.9863,116685470000.0,-934.5005971348239,56.185474,213.69391,75068520000.0,-1046.974789621932,49.54411,238.13202,90966680000.0,-903.1607982092276,56.18546,203.14113,68305000000.0,-1044.7907556263606,74p,pf
022z074ps.jpg,22.077953,127.7748,25852946000.0,-513.9448544034157,25.036573,90.33541,13511382000.0,-573.3046591765342,22.052692,83.44644,11454547000.0,-482.673979900803,25.036581,93.44847,14391083000.0,-572.7766666791183,74p,ps
022z075pf.jpg,89.90535,315.31253,158179440000.0,-1696.1350797664254,101.96189,301.8504,149358480000.0,-1932.6746995049882,89.879654,296.6428,141362200000.0,-1656.290826517525,101.96191,298.538,146432310000.0,-1933.538012949702,75p,pf
022z075ps.jpg,51.689583,252.35002,94752860000.0,-1335.1057052240026,58.620514,203.198,63869555000.0,-1504.4057208499526,51.670895,183.71126,52008264000.0,-1262.9789248884608,58.620502,209.14108,67369020000.0,-1503.480971938884,75p,ps
022z076pf.jpg,41.62971,222.52539,83575830000.0,-883.5442359172035,47.21349,192.01189,63757730000.0,-998.5564136985187,41.630875,208.60417,73788640000.0,-856.8017236945128,47.213486,182.31076,57835987000.0,-993.532434965167,76p,pf
022z076ps.jpg,17.078611,116.76191,22283160000.0,-402.56954147777344,19.368912,76.91557,10067269000.0,-441.6816659214683,17.057852,69.242004,8137830400.0,-370.31879443114684,19.368908,80.09209,10865363000.0,-442.82833201036135,76p,ps
022z077pf.jpg,55.03059,249.06313,102635720000.0,-967.7167436070773,62.41206,221.9643,83867206000.0,-1087.2646855964629,55.020077,231.64429,89424626000.0,-944.3277196870848,62.412064,218.73859,81624570000.0,-1084.919827516305,77p,pf
022z077ps.jpg,24.08172,144.90993,33609090000.0,-589.8113048959865,27.311823,98.99556,16425528000.0,-647.9801582121505,24.070711,88.837036,13194267000.0,-548.4954763636364,27.311827,102.85385,17638498000.0,-650.6159617029444,77p,ps
023z078pf.jpg,68.413506,288.6637,130989830000.0,-1193.150981719702,77.59017,262.15332,111249830000.0,-1350.3341956829172,68.41908,252.31996,101726994000.0,-1158.4554786139693,77.59019,244.3652,97839320000.0,-1343.8807713851324,78p,pf
023z078ps.jpg,38.80342,199.81606,60160557000.0,-848.4498850582451,44.008656,144.59984,33172783000.0,-947.6704436048733,38.808228,128.55351,26183039000.0,-800.7607291784439,44.00867,157.24983,38717200000.0,-953.1903567172642,78p,ps
023z079pf.jpg,49.687977,246.33847,97101816000.0,-994.9252707867029,56.35245,212.5542,74350520000.0,-1130.2475465744844,49.70469,239.9412,92321100000.0,-973.7418259338426,56.352455,206.92876,70722085000.0,-1128.0688678015213,79p,pf
023z079ps.jpg,20.411028,120.4049,22600026000.0,-460.42215094255374,23.148972,76.44071,9666573000.0,-506.6125331907188,20.405556,66.76606,7386009000.0,-425.752785770097,23.14896,79.35051,10353518000.0,-509.78454600120267,79p,ps
023z080pf.jpg,52.81672,266.15247,120253330000.0,-870.7989028387931,59.89997,218.2481,83657170000.0,-983.2292061994079,52.81221,237.41052,96613450000.0,-847.0013931506561,59.899982,207.60904,76257270000.0,-981.5161005917757,80p,pf
023z080ps.jpg,19.204498,119.60918,24081396000.0,-457.7366556252005,21.77842,80.007324,11282377000.0,-511.7962029695992,19.185575,73.28909,9418094000.0,-426.97696900666494,21.778414,80.82507,11498195000.0,-510.60085855741875,80p,ps
023z081pf.jpg,45.55952,248.05602,81364150000.0,-717.1307861523213,51.669205,213.94179,61963567000.0,-804.0208992551804,45.545364,248.3575,81553910000.0,-697.6510434060618,51.669197,204.18164,56743408000.0,-801.4101194263586,81p,pf
023z081ps.jpg,15.390953,117.99861,18662242000.0,-289.6778207733142,17.454283,73.74602,7568891400.0,-313.57645907937064,15.397068,64.66054,5822572500.0,-267.3102044795831,17.454283,84.49161,9809799000.0,-316.5605465505693,81p,ps
023z082pf.jpg,45.612507,271.47867,110036115000.0,-844.8933743926641,51.730816,217.09688,72321160000.0,-942.7075972944906,45.615425,248.27263,92523120000.0,-812.7493451672259,51.730824,206.0268,65519890000.0,-940.4990484873283,82p,pf
023z082ps.jpg,14.860779,111.30334,17646540000.0,-317.6802594924633,16.85392,69.23629,7106212400.0,-345.76685424463795,14.868652,61.227455,5555800600.0,-292.09289136895734,16.853918,73.712746,8001749000.0,-345.71768536786254,82p,ps
024z011pf.jpg,71.36148,304.89563,178703160000.0,-2090.5706555050983,80.93394,257.08762,132394380000.0,-2380.4565140730547,71.37021,243.54367,117382160000.0,-2028.8431817040298,80.93394,251.79774,127488250000.0,-2381.345862895913,11p,pf
024z011ps.jpg,38.13851,217.65787,85855730000.0,-1086.1946013589136,43.254673,160.83586,48773042000.0,-1224.9165249219507,38.126587,138.14511,36110967000.0,-1012.152967105854,43.25468,162.94273,49972500000.0,-1220.9930183378308,11p,ps
